0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,-1
267,-1
268,0
269,0
270,0
271,0
272,-1
273,-1
274,0
275,0
276,0
277,-1
278,-1
279,-1
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,-1
298,-1
299,0
300,0
301,-1
302,-1
303,0
304,-1
305,0
306,-1
307,-1
308,0
309,-1
310,0
311,0
312,1
313,0
314,-1
315,0
316,0
317,0
318,-1
319,0
320,0
321,0
322,-1
323,-1
324,0
325,1
326,1
327,0
328,0
329,0
330,0
331,0
332,1
333,0
334,0
335,-1
336,0
337,1
338,1
339,1
340,0
341,0
342,0
343,-1
344,-1
345,-1
346,0
347,0
348,-1
349,-2
350,-2
351,0
352,0
353,-1
354,-1
355,-2
356,0
357,-1
358,-2
359,-1
360,0
361,0
362,-1
363,-1
364,-1
365,-1
366,-1
367,0
368,-1
369,0
370,-1
371,-1
372,0
373,0
374,-1
375,0
376,0
377,0
378,-1
379,0
380,0
381,0
382,0
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,0
393,0
394,1
395,1
396,1
397,0
398,0
399,1
400,2
401,3
402,0
403,0
404,1
405,2
406,2
407,1
408,1
409,1
410,1
411,1
412,-1
413,-2
414,-3
415,-1
416,0
417,1
418,1
419,-1
420,0
421,-1
422,-2
423,-1
424,-1
425,-2
426,-2
427,-3
428,-2
429,-3
430,-2
431,-1
432,0
433,2
434,1
435,0
436,0
437,-1
438,0
439,-1
440,0
441,0
442,0
443,0
444,0
445,-1
446,-4
447,-4
448,-3
449,-2
450,-3
451,-5
452,-5
453,-3
454,-1
455,-1
456,-2
457,-1
458,0
459,-1
460,-3
461,-4
462,-4
463,-4
464,-3
465,-3
466,-6
467,-5
468,-4
469,-2
470,-1
471,-1
472,0
473,0
474,1
475,0
476,0
477,0
478,-1
479,0
480,-1
481,-1
482,-1
483,-2
484,1
485,2
486,1
487,1
488,2
489,4
490,4
491,3
492,2
493,2
494,2
495,2
496,2
497,3
498,3
499,2
500,1
501,-1
502,0
503,-1
504,-1
505,-1
506,-3
507,-1
508,-1
